id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
9027.json,1.0,once our blueprint for prosperity is signed into law we will have delivered 2 billion in tax relief,"job-accomplishments,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a statement to reporters
8544.json,0.0,under obama the national debt has been reduced every year for the last five years,debt,al-sharpton,,New York,democrat,2.0,1.0,1.0,1.0,0.0,"a segment on MSNBC's ""PoliticsNation"""
6641.json,1.0,since 1961 our private economy has produced 66 million privatesector jobs so whats the jobs score republicans 24 million democrats 42 million,"economy,history,jobs",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,"a speech to the Democratic National Convention in Charlotte, N.C."
2847.json,1.0,the law right now permits companies that close down american factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to china or india or wherever,"economy,jobs,taxes",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech on the Senate floor.
4505.json,1.0,we have 10000 baby boomers retiring every day,"deficit,economy,social-security",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a television interview
2475.json,0.0,the wisconsin legislature raised taxes more than 5 billion in 2009,taxes,rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,a statement on campaign web site
8223.json,1.0,americans spend more than 160 billion and 6 billion hours per year complying with the tax code,"financial-regulation,government-regulation,taxes",tom-price,Congressman,Georgia,republican,1.0,2.0,5.0,3.0,0.0,Twitter posts
10049.json,0.0,the unemployment rate for young people is down from a 106 percent high in 2009 to 26 percent today,"economy,job-accomplishments,jobs,workers",michelle-obama,,Illinois,democrat,0.0,2.0,1.0,4.0,0.0,a speech
4344.json,0.0,publicemployee unions spent 30 million in wisconsin unsuccessfully trying to flip the state senate to democratic control,"campaign-finance,elections,state-budget",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,a television interview
7932.json,0.0,there are over 2000 crimes recorded per 100000 population in the uk compared to 466 violent crimes per 100000 in the united states,"crime,foreign-policy,guns",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a meme on social media
11490.json,0.0,most americans are now getting their news from facebook,"economy,polls,pop-culture,technology",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,a public forum
11234.json,0.0,not one of the 17 gop candidates has discussed how theyd address the rising cost of college,education,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a tweet
11961.json,0.0,if it werent for me illegal immigration wouldnt even be a big subject,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,comments during the CNN debate
2463.json,0.0,a 300 million stimulus allocation to wisconsin has led to the creation of tens of thousands of jobs in every corner of this state,"job-accomplishments,stimulus",tom-nelson,,Wisconsin,democrat,0.0,1.0,1.0,0.0,0.0,a radio interview
1947.json,0.0,langevin has been the most reliable vote for speaker pelosi,bipartisanship,mark-zaccaria,,Rhode Island,republican,2.0,2.0,0.0,0.0,0.0,a posting on his website
430.json,0.0,obama supports hatecrimes expansion  potentially putting churches at risk if they preach the truth about homosexuality,"civil-rights,crime,gays-and-lesbians,religion",focus-family-action,,,none,1.0,2.0,0.0,0.0,0.0,an article written by Tom Minnery
425.json,0.0,democrats budget resolution would raise americas tax bill by 500billion,federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a poll on McCain's Web site
595.json,0.0,barack obama wants to restore the estate tax that george w bush repealed,taxes,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail
10802.json,0.0,there are more young black males involved in the criminal justice system than there are in higher education,"census,criminal-justice,education",ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,a speech
9070.json,0.0,the greenlight pinellas transportation plan involves a 300 tax increase,"taxes,transportation",no-tax-tracks,,,organization,0.0,2.0,2.0,0.0,0.0,on their website
3067.json,1.0,some of the men serving in the afghan armed forces have never driven a vehicle before,afghanistan,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,comments to reporters.
7375.json,1.0,our economy actually shrank during the last three months of 2012,"economy,jobs",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,the Republican response to the State of the Union Address
5348.json,0.0,youre supposed to throw away your shoes ifmercury from a broken cfl light bulb gets on them,energy,bob-marshall,State delegate,Virginia,republican,0.0,2.0,0.0,0.0,1.0,a legislative hearing.
381.json,0.0,john mccain has a consistent pattern of ducking important environmental votes,environment,sierra-club,,,none,2.0,1.0,0.0,1.0,0.0,a letter from Sierra Club executive director Carl Pope to supporters
12161.json,0.0,saysted cruz distributed the ad showing a nude melania trump on a rug,"campaign-finance,candidates-biography,elections,legal-issues,campaign-advertising,pop-culture",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on CNN
9981.json,0.0,scott walker was elected governor on a promise not to take campaign contributions from the date of his inauguration until the signing of the state budget but broke it by taking nearly 56 million,"campaign-finance,elections,state-budget",one-wisconsin-now,,Wisconsin,organization,0.0,2.0,2.0,1.0,1.0,a news release
304.json,1.0,if you are africanamerican in this country today you are likely to have a net worth of about 10 percent of what white families have,poverty,john-edwards,former senator,North Carolina,democrat,0.0,2.0,4.0,4.0,1.0,"a debate in Myrtle Beach, S.C."
12344.json,1.0,closing the tobacco loophole would save missouri taxpayers 50000000,"public-health,state-budget",chris-koster,Attorney general of Missouri,Missouri,democrat,0.0,0.0,2.0,3.0,0.0,a tweet
9274.json,0.0,health care premiums up 90 percent in new hampshire,health-care,americans-prosperity,,,none,6.0,7.0,2.0,1.0,2.0,an ad
2998.json,1.0,house speaker dean cannon says that freshmen lawmakers account for onethird of the 120member house and that twothirds of the chamber have two years or less experience,elections,dean-cannon,state House speaker,Florida,republican,1.0,0.0,0.0,0.0,0.0,a newspaper interview
11953.json,0.0,when mitt romney chose paul ryan as his vicepresidential running mate that was the end of romneys chances to win,"candidates-biography,elections,medicare,social-security",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech
3315.json,0.0,tim kaine wants to thwart righttowork reform measures in midwest battleground states,labor,christopher-peace,Delegate,Virginia,republican,0.0,1.0,0.0,0.0,0.0,a post on his Facebook page.
6293.json,0.0,i used my lineitem veto authority to veto 360 million dollars in special interest spending so that our budget this year  is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor,"state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech at the Brookings Institution
10684.json,1.0,says he paid one dollar for a sweater at kohls,candidates-biography,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech
6059.json,0.0,says combined inflation and unemployment rates in october 2011 were the highest since ronald reagan succeeded jimmy carter,"economy,history,jobs",wes-riddle,"Theater owner, activist",Texas,republican,0.0,2.0,0.0,0.0,0.0,a speech.
9609.json,1.0,black voter turnout in 2012 exceeded the rate of white voter turnout even in the states with the strictest voter id laws,elections,jason-riley,"Editorial board member, Wall Street Journal",,none,0.0,0.0,0.0,0.0,0.0,"comments on Fox News' ""The Kelly File'"
4324.json,0.0,says texas schools have had massive increases in class sizes with rick perry as governor,education,arne-duncan,U.S. Secretary of Education,Illinois,democrat,1.0,2.0,1.0,2.0,0.0,an interview.
2739.json,0.0,paul workman wants to raise the sales tax,taxes,valinda-bolton,Texas House Representative,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a mailer
5999.json,0.0,says sen sherrod brown cast the deciding vote on the government takeover of health care,"health-care,message-machine-2012,voting-record",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign commercial
8455.json,0.0,78702 is the secondmost gentrified zip code in the entire country,"housing,poverty,urban",daniel-llanes,Community activist,Texas,democrat,0.0,1.0,0.0,0.0,0.0,an opinion column
12657.json,1.0,says donald trump wants to get rid of the federal minimum wage,"economy,jobs,labor,poverty,states,workers",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a speech in Charlotte, N.C."
12933.json,1.0,while introducing donald trump former new york city mayor rudy giuliani omitted the september 11 2001 strikes as a successful terrorist attack during the eight years before president obamas 2008 election,terrorism,john-burton,California Democratic Party Chairman,California,democrat,0.0,0.0,0.0,0.0,0.0,in a press release
8276.json,1.0,the very first meal on the surface of the moon was the holy communion,"history,pop-culture,religion,space",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook post
13193.json,1.0,says philando castile had been stopped by police 40 or 50 times before that fatal incident,"criminal-justice,diversity",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,the vice presidential debate
3077.json,1.0,on whether the state should privatize the ohio turnpike,"state-budget,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a news conference
9734.json,1.0,it cost us more to shut the government down than to keep it open,"congress,deficit,economy,federal-budget,government-efficiency",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a speech in Iowa
9772.json,1.0,says charlie crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly 2 million for polluting water,"climate-change,elections",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a campaign commercial
1311.json,0.0,i signed the largest single tax cut in the history of florida a 25 billion tax cut over five years directed at property tax cuts,"florida,taxes",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,speaking to a group of Michigan Republicans
189.json,1.0,so what sort of services does romneys health care plan provide per the state web site 50 copay for abortions,abortion,fred-thompson,Actor,Tennessee,republican,1.0,4.0,3.0,3.0,0.0,a press release
11977.json,0.0,we trump universityhave an a from the better business bureau,"candidates-biography,corrections-and-updates,education",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"comments on ""Meet the Press"""
1944.json,0.0,social security like i told you is out of money this year it is borrowing from the general treasury,social-security,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,
756.json,1.0,says that under his tax plan seniors making less than 50000 per year wont pay any income taxes,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV ad.
3060.json,1.0,this kind of snowstorm happens every 10 or 15 years,weather,john-eaves,Fulton County Board of Commissioners Chairman,Georgia,democrat,0.0,0.0,0.0,1.0,0.0,a newspaper article
11531.json,0.0,the koch brothers are spending more money than either the democratic or republican parties in the 2016 elections,"campaign-finance,elections",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a speech.
3663.json,1.0,the bush tax cuts helped to create a substantial part of the deficit,"bush-administration,deficit,taxes",dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,a radio interview
9014.json,0.0,we have invested record funding in protecting our environment,environment,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,his State of the State speech
8917.json,0.0,girl scouts usas curriculum promotes margaret sanger founder of planned parenthood betty friedan founder of naral prochoice and other proabortion women as icons for our children to emulate,"abortion,children,sexuality",american-life-league,Nonproft organization,,none,0.0,1.0,0.0,0.0,0.0,an email blast
157.json,1.0,the alternative minimum tax was never intended to hit people in middle income upper middle income it was meant for people who are rich and evading taxes,taxes,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,Philadelphia
4738.json,1.0,the average homeowner spends more than 2000 each year on energy costs more than on either real estate taxes or homeowners insurance,"energy,housing",johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a press release
13312.json,0.0,says hillary clinton is wrong to say he mocked a disabled reporter,"candidates-biography,disability",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the third presidential debate in Las Vegas
3346.json,0.0,says many local governments in wisconsin already require employees to pay 20 percent 30 percent or even 40 percent of their health insurance premiums,"health-care,labor,state-budget",jennifer-shilling,"State Assembly member, 95th District",Wisconsin,democrat,1.0,1.0,0.0,2.0,0.0,a news release
4569.json,0.0,today the social security system is broke,social-security,steve-lonegan,Conservative Activist,New Jersey,republican,1.0,2.0,2.0,0.0,0.0,an interview on News 12 New Jersey’s Power & Politics show
2677.json,0.0,says tom perriello voted to give tax breaks to foreign companies creating jobs in china,"china,energy,message-machine,stimulus",robert-hurt,U.S. Congressman,Virginia,republican,2.0,4.0,1.0,0.0,0.0,a TV ad
12105.json,0.0,ted cruz is in negotiations to be donald trumps running mate,elections,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post and story from Elect Leaders
1067.json,1.0,during a town hall meeting on health care abc didnt even allow ads that opposed the presidents health care plan to be aired,health-care,lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,an interview on Fox News
2047.json,1.0,says texas has one state inspector for every 4500 oil and gas wells,"energy,environment",jeff-weems,Lawyer,Texas,democrat,1.0,0.0,0.0,0.0,0.0,a speech
4012.json,0.0,if you threw a barbecue yesterday for the memorial weekend it was 29 percent more expensive than last year because barack obamas policies have led to groceries going up 29 percent,"economy,new-hampshire-2012",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on WKXL-AM in Concord, N.H."
11600.json,0.0,says president barack obama did not invite a republican senator to dine at the white house until his fifth year in office,bipartisanship,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,"Atlantic, Iowa, during a campaign event."
6896.json,0.0,says obama was in new york city the same day as israeli prime minister benjamin netanyahu but went on a tv show instead of meeting with him,"debates,foreign-policy,israel",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,in a debate
5424.json,0.0,a dallas proofofinsurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents,immigration,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email.
11008.json,0.0,public support for abortion is actually going down a little bit polls show,"abortion,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"comments on CNN's ""State of the Union"""
12108.json,0.0,sayssenate republicans are following a longstanding tradition of not filling vacancies on the supreme court in the middle of a presidential election year,"congress,supreme-court",mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,Fox News Sunday
12480.json,1.0,the 2015 legislature passed the fewest laws in 20 years,states,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a speech to the Republican Party of Texas convention in Dallas
5426.json,0.0,there are more atheists in the country right now than jews muslims hindus and buddhists combined and doubled,religion,david-silverman,"President, American Atheists",,activist,0.0,1.0,0.0,0.0,0.0,a story on TV website
7383.json,0.0,we have doubled the distance our cars will go on a gallon of gas,"energy,environment",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union address
12147.json,1.0,big soda has a lot of moneythey make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure,"economy,taxes",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,1.0,0.0,1.0,0.0,0.0,Pennsylvania
3211.json,1.0,im the only candidate for milwaukee county executive that has voted against increasing government pensions,"candidates-biography,county-budget,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,1.0,0.0,0.0,1.0,0.0,a campaign radio ad
423.json,1.0,mccain opposes a womans right to choose,abortion,moveon,,,democrat,2.0,4.0,3.0,0.0,0.0,an e-mail message
9810.json,0.0,nazi imagery was used by the block for governor campaign to describe supporters of allan fung for governor,"elections,history,human-rights,campaign-advertising",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2.0,2.0,0.0,2.0,1.0, a news release
5168.json,0.0,says that according to a study under obamas health care initiative nearly 90 percent of people in wisconsin with health insurance will have their costs go up by more than 30 percent,health-care,frank-lasee,,,republican,0.0,1.0,0.0,0.0,0.0,an opinion column
8083.json,1.0,every single month since 1985 has been warmer than the historic average all 12 of the warmest years on record have come in the last 15 years,"climate-change,environment",rush-holt,,,democrat,0.0,1.0,2.0,1.0,0.0,a campaign ad
4817.json,0.0,says unemployment in ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way,"economy,labor,unions",maurice-thompson,Executive director of the 1851 Center for Constitutional Law,Ohio,none,0.0,1.0,0.0,0.0,0.0,a news conference
10987.json,0.0,on common core,education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an interview on CBS' Face the Nation
3772.json,1.0,says state lawmakers have voted to spend virtually all of the rainy day fund four times since the funds creation,"state-budget,state-finances",rodney-ellis,state senator,Texas,democrat,0.0,0.0,0.0,2.0,0.0,Texas Senate floor debate.
8652.json,0.0,the denver post has actually hired an editor to promote pot,"after-the-fact,Alcohol,drugs,marijuana",bill-oreilly,Fox News Channel host,,none,4.0,6.0,3.0,5.0,1.0,"a broadcast of the ""O'Reilly Factor"""
3506.json,0.0,says the southwest florida water management district has 850 million in reserves enough money in savings to run without levying taxes for more than two years,"taxes,water",jd-alexander,State senator,Florida,republican,0.0,1.0,1.0,1.0,1.0,comments to reporters
4372.json,1.0,the ratio of corporate profits to wages is now higher than at any time since just before the great depression,"corporations,economy,jobs,labor,workers",robert-reich,Economics professor at the University of California (Berkeley),California,democrat,0.0,1.0,0.0,1.0,0.0,an opinion column
3528.json,1.0,says some states with the largest reductions in crime have also lowered their prison population,"crime,criminal-justice,state-budget",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an op-ed
1618.json,1.0,says she was the the only democrat who voted against the wall street bailout,candidates-biography,kathy-castor,"Member, U.S. House of Representatives",Florida,democrat,0.0,0.0,1.0,0.0,0.0,an interview with the Tampa Tribune
9840.json,1.0,al sharpton went to ferguson mo and is declaring as a matter of fact that michael brown didnt use any deadly force or posed no deadly threat to the officer,"criminal-justice,public-safety",megyn-kelly,"Host of ""The Kelly File""",,talk-show-host,0.0,1.0,2.0,0.0,0.0,"a segment on ""The O'Reilly Factor"""
7597.json,1.0,says carbon monoxide is still employed to euthanize dogs and cats in 29 texas animal shelters,"animals,crime",kirk-watson,lawyer,Texas,democrat,0.0,0.0,0.0,2.0,0.0,a news article.
6093.json,0.0,says joe kyrillos voted to raid the states pension funds by 28 billion that is costing new jersey taxpayers still today to the tune of nearly 15 billion dollars to repay that money,"deficit,message-machine-2012,pensions,state-finances",robert-menendez,U.S. Senator,New Jersey,democrat,1.0,3.0,1.0,3.0,0.0,an interview on NJTV’s “On the Record”
746.json,1.0,john mccain wants to give oil companies another 4billion in tax breaks,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Oxford, Miss."
8418.json,0.0,since mr fosters been mayor we have less small businesses in the city of st petersburg,"economy,small-business",rick-kriseman,State Representative,Florida,democrat,0.0,2.0,1.0,1.0,0.0,in a mayoral forum
12306.json,0.0,i was totally against the war in iraq saying for many years that it would destabilize the middle east,"foreign-policy,iraq",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a major foreign policy speech
2144.json,0.0,claims that rep sanford bishop votes similar to house speaker nancy pelosi are inaccurate,voting-record,sanford-bishop,Congressman,Georgia,democrat,0.0,1.0,0.0,1.0,0.0,a statement
8989.json,1.0,crimea was part of russia until 1954 when it was given to the soviet republic of the ukraine,"corrections-and-updates,history,military",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,"in comments on Fox's ""Fox News Sunday"""
10874.json,0.0,florida was the only state during my eight years to go from aa to aaa in its bond rating,state-finances,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0," a meeting with business leaders in Portsmouth, N.H."
1118.json,1.0,a loophole still exists which allows members of congress and highpowered executive branch appointees to exploit insider knowledge of the financial industry in order to turn personal profit,crime,public-citizen,,,none,0.0,0.0,0.0,0.0,0.0,an email to supporters
1057.json,0.0,why do we have automatic citizenship upon birth were the only country in the world that has it,"immigration,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,his Fox News program
9626.json,1.0,there are approximately 20000 annual gun purchases in rhode island,"crime,guns",brett-smiley,,Rhode Island,democrat,0.0,0.0,0.0,1.0,0.0,a campaign brochure
9168.json,0.0,before congress tom cotton got paid handsomely working for insurance companies and corporate interests,"candidates-biography,corporations,health-care",senate-majority-pac,political action committee,"Washington, D.C. ",democrat,3.0,4.0,4.0,1.0,0.0,a TV ad
10445.json,0.0,it will cost 50000 per enrollee in obamacare over the next 10 years,"health-care,taxes",stuart-varney,,,republican,0.0,1.0,0.0,0.0,0.0,"an interview on Fox News' ""America's Newsroom"""
10307.json,0.0,according to hud it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood,"city-government,civil-rights,diversity,government-regulation,housing,poverty,market-regulation,urban,wealth",mike-stenhouse,"chief executive officer, R.I. Center for Freedom and ProsperityState Policy Research Institute",Rhode Island,newsmaker,1.0,1.0,1.0,0.0,1.0,a radio interview
5899.json,1.0,says when he was governorwe expanded participation in virginia in early childhood programs by nearly 40 percent,"children,education",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a policy paper.
10112.json,0.0,the next state budget will begin with a surplus of over half a billion dollars  535 million to be exact,"job-accomplishments,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a debate
6332.json,1.0,twenty two years ago when he was running for governor bill nelson missed 56 percent of his votes in the us house,"candidates-biography,voting-record",connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,a letter from the campaign to the Tampa Bay Times
9799.json,1.0,texas prosecutor rosemary lehmberg purchased 72 bottles of vodka in just one store alone in just over a year,"Alcohol,candidates-biography",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a commentary
9822.json,1.0,says president barack obama released a statement on the death of brother robin williams before  a statement on brother michael brown,criminal-justice,cornel-west,,,none,0.0,0.0,0.0,0.0,0.0,an interview on Salon
4389.json,1.0,i became a republican sooner in my life than ronald reagan did in his,history,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a radio interview
39.json,0.0,english is our national languageif it becomes official that means in a place like new york city you cant print ballots in any other language,immigration,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,New Hampshire.
11809.json,1.0,when a gallup poll asked about presidential candidate characteristics when they get to the question on would you vote for a socialist it is even less popular than voting for atheists,"candidates-biography,gays-and-lesbians,history,campaign-advertising,polls,pundits,abc-news-week,women",jennifer-granholm,Former governor of Michigan,Michigan,democrat,1.0,0.0,3.0,2.0,0.0,an appearance on ABC's 'This Week'
7618.json,1.0,says in chicago we take more guns off the streets than new york or la,"crime,guns",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1.0,1.0,1.0,2.0,0.0,a CNN interview
4926.json,1.0,newt gingrich has suggested building a mirror system in space could improve the earths habitability,"history,science,space",david-brooks,,,none,0.0,0.0,2.0,0.0,0.0,a column in the New York Times
10680.json,0.0,by allowing brewpubs to sell beer georgia could become like mexico with only a couple of manufacturers controlling all aspects of market,"Alcohol,state-finances",martin-smith,lobbyist,Georgia,none,0.0,1.0,0.0,0.0,0.0,subcommittee hearing
1714.json,1.0,no member of the american public has ever been killed by commercial nuclear power a record unmatched by other fuels,"energy,nuclear",lamar-alexander,,,republican,1.0,2.0,2.0,0.0,0.0,an op-ed article
4591.json,1.0,the people in massachusetts like the state health care plan by about a 31 margin,"health-care,polls,states",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a Republican presidential debate in Hanover, N.H."
7859.json,0.0,says president barack obama is trying to pack the dc circuit court of appeals,legal-issues,chuck-grassley,U.S. senator,Iowa,republican,0.0,1.0,2.0,0.0,0.0,a news release
7890.json,0.0,says less than half of 1 percent of all the texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges,pensions,doug-miller,Businessman,Texas,republican,0.0,1.0,0.0,0.0,0.0,a Texas House floor debate.
12738.json,0.0,says rep tammy duckworth has been a staunch supporter of expanding the spending size and reach of the irs,taxes,mark-kirk,U.S. Senator,Illinois,republican,2.0,1.0,2.0,0.0,0.0,a website press release
6556.json,1.0,mitt romney gave away his fathers inheritance,"candidates-biography,wealth",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,a TV interview
4783.json,0.0,under energy efficiency legislation sponsored by us sen jeanne shaheen federal bureaucrats could take over the local building code enforcement in your city if socalled green mandates are not complied with quickly enough,"energy,government-regulation,new-hampshire-2012",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"remarks at the Cornerstone Action Dinner in Manchester, N.H."
11265.json,0.0,the claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the united nations intergovernmental panel on climate change that number was pulled out of thin air,"climate-change,corrections-and-updates,polls,science",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,an interview with Bill Maher
3428.json,1.0,federal spending is all discretionary other than interest on the national debt social security is discretionary we have the discretion to change the law same is true with medicare and medicaid,"federal-budget,pundits,abc-news-week",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,"an interview on ""This Week with Christiane Amanpour."""
11848.json,1.0,i am the only candidate that has endorsed bernie sanders for president in pa ive got bernies back,elections,john-fetterman,Mayor of Braddock,PA - Pennsylvania,democrat,0.0,0.0,0.0,0.0,0.0,in a Reddit AMA
4850.json,1.0,says mitt romney flipflopped on abortion,"abortion,message-machine-2012",democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a campaign ad
7580.json,1.0,on recusing herself from cases after receiving a campaign contribution,"campaign-finance,legal-issues",patience-roggensack,Wisconsin Supreme Court justice,Wisconsin,none,0.0,0.0,0.0,1.0,0.0,a radio interview
3687.json,0.0,says judges are using shariah law in dearborn mich,religion,leo-berman,State representative,Texas,republican,0.0,2.0,0.0,0.0,1.0,a House committee hearing
270.json,0.0,john doesnt have a record in the senate johns only passed four bills theyre all about post offices,job-accomplishments,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"a campaign event in Ames, Iowa"
8864.json,1.0,georgia has the fifthhighest number of uninsured people of any state in the union,"medicaid,state-budget",raphael-warnock,"Senior Pastor, Ebenezer Baptist Church",Georgia,none,0.0,0.0,0.0,0.0,0.0,a speech
319.json,1.0,mitt romney previously believed that abortion should be safe and legal in this country now he is prolife,abortion,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an ad on the Internet
7423.json,1.0,of six rhode island taxcredit programs worth about 35 million three companies got 90 percent of that  cvs and two companies not even located in the state of rhode island,"corporations,debt,deficit,economy,small-business,state-budget,state-finances,taxes",gary-sasse,,Rhode Island,newsmaker,0.0,0.0,0.0,0.0,0.0,an appearance on 10 News Conference
4040.json,0.0,two years ago we had the largest structural deficit ever in wisconsin,state-budget,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an appearance on national TV
7745.json,0.0,says gov rick scott allowed republican legislators to cut his teacher pay raise proposal by 60 percent,"education,state-budget",allison-tant,Florida Democratic Party chairwoman,Florida,democrat,1.0,1.0,0.0,0.0,0.0,a Florida Voices column
11983.json,0.0,says the new york times can write a story that they know is false yet they cant basically be sued,legal-issues,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ""Fox News Sunday"""
2665.json,1.0,more texans have new jobs today than the entire population of fort worth,"economy,jobs",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an ad
